PID,Bucket
41312,Low
112249,Med
108387,Med
61525,Med
215998,Low
123098,Med
401119,Low
49010,Low
317140,Low
322366,Med
96337,Low
206681,Low
233205,Med
127904,Med
323212,Low
304891,Low
245608,Low
418374,Low
234964,Low
129598,Med
313088,Low
264611,Low
59986,Low
364037,Med
189408,Low
325432,Med
29671,Low
182471,Low
237790,Low
91709,Low
12351,Low
71133,Low
334386,Low
270188,Low
36039,Low
142872,Low
235577,Med
250416,Med
49127,Low
305421,Med
345733,Low
55829,Low
120990,Low
19225,Low
78340,Med
36669,Med
212274,Low
435330,Med
381023,Low
36627,Low
189098,Med
405334,Low
35775,Low
255237,Low
421268,Med
250308,Low
206272,Med
290748,Med
151255,Low
117371,Low
241436,Low
323026,Med
52973,Low
277958,Low
349430,Med
53659,Low
222121,Low
388307,Med
180675,Low
29045,Low
315647,Low
90949,Low
444542,Low
318633,Low
116706,Low
405858,Low
131670,Med
207566,Med
277286,Low
99879,Low
188113,Med
300614,Low
100541,Low
43584,Med
181302,Low
194309,Low
151013,Low
174749,Low
201252,Med
367833,Med
385257,Med
105279,Low
210221,Low
55532,Low
263025,Low
61213,Low
65637,Low
121359,Low
40609,Low
48822,Low
42854,Low
217947,Low
62215,Low
37177,Low
232341,Low
380555,Low
277987,Low
188958,Low
148637,Low
38953,Low
328794,Med
313955,Low
225497,Med
106336,Med
45678,Low
375493,Med
369350,Low
247728,Low
54520,Low
251991,Low
41430,Low
238717,Low
334198,Low
147823,Low
389595,Low
322020,Med
342000,Low
36764,Low
39979,Low
35437,Low
55120,Low
238809,Low
263860,Low
84205,Low
449438,Med
95960,Low
81417,Low
66482,Low
62347,Low
94756,Med
276490,Low
73974,Low
95775,Low
424930,Low
289077,Med
133492,Med
340642,Med
428873,Low
286468,Low
238800,Low
208351,Low
60614,Low
141787,Low
36013,Low
340405,Low
55434,Low
83592,Med
28358,Low
329431,Low
140367,Low
68796,Low
66268,Low
28113,Low
58306,Low
378296,Low
296312,Low
154554,Med
181913,Med
79086,Low
404230,Low
170042,Low
117216,Low
149048,Med
41787,Med
33734,Low
444612,Low
53684,Med
374665,Low
429561,Med
160572,Med
174941,Low
109035,Low
83397,Low
70670,Med
107581,Low
172594,Med
189256,Med
41870,Low
209697,Low
34838,Low
400059,Med
99174,Low
235603,Low
314880,Low
153759,Low
408772,Low
157722,Low
90524,Low
139095,Med
84364,Low
64900,Low
399512,Low
227990,Low
359881,Low
308528,Med
71855,Med
21123,Med
395130,Med
105722,Low
49288,Low
53321,Med
324436,Low
19734,Med
304051,Med
130432,Med
153400,Low
244123,Low
49243,Low
307039,Low
322659,Low
186023,Med
138736,Low
222838,Low
249667,Low
120562,Low
233250,Low
96960,Low
337058,Med
258301,Med
73938,Low
142508,Low
205265,Low
380120,Low
88032,Low
47415,Low
104921,Low
192475,Low
374337,Low
22944,Low
71591,Med
94659,Med
65470,Low
432310,Low
159854,Low
160466,Med
194346,Low
153968,Low
255676,Low
359248,Low
211485,Low
348968,Low
452659,Low
112317,Low
70528,Med
24890,Low
225438,Low
104134,Low
349097,Low
89212,Low
444356,Low
51680,Low
206747,Low
64251,Low
283261,Low
43815,Low
95173,Low
410051,Low
39032,Low
126651,Med
156267,Med
304062,Low
56383,Low
56375,Low
73975,Low
447156,Med
382702,Low
128558,Low
39054,Low
408117,Low
115235,Low
51040,Low
51615,Med
75177,Med
140180,Low
105663,Low
163427,Low
372530,Med
18749,Low
310719,Low
326511,Low
422530,Med
152132,Low
202586,Low
351272,Med
42675,Low
434691,Low
198405,Low
75600,Low
302482,Low
40111,Low
100890,Low
181768,Med
422276,Med
377410,Low
72812,Low
401205,Low
35516,Low
448805,Low
44105,Med
280434,Med
148579,Low
112748,Low
354225,Low
313694,Low
307841,Med
314141,Med
247353,Med
76018,Low
452232,Low
162570,Low
363173,Low
193953,Med
273961,Low
86320,Low
267089,Low
445809,Low
26246,Low
192104,Low
374764,Low
207834,Med
273568,Med
281036,Med
437757,Low
321162,Med
99220,Low
376105,Low
62197,Low
225788,Med
89015,Low
56360,Low
48763,Low
128746,Low
147181,Low
225321,Med
418039,Low
64239,Low
260931,Low
372380,Med
110888,Low
168283,Low
198176,Low
162458,Med
308249,Low
156803,Low
248215,Low
42834,Low
92305,Low
216716,Low
301968,Low
264496,Med
103559,Med
343514,Low
319590,Low
168147,Low
402230,Low
294320,Med
42585,Low
223072,Low
409684,Low
147395,Low
183610,Low
132236,Low
44291,Med
123767,Low
332409,Med
300047,Med
61450,Low
78205,Low
147221,Low
27754,Med
314127,Low
131362,Low
181637,Low
172332,Med
375267,Med
192472,Low
49726,Low
65433,Low
178630,Low
251427,Low
84627,Med
127933,Low
244456,Low
429199,Med
36117,Low
446656,Low
298374,Low
77505,Low
99807,Low
228510,Med
331208,Med
268361,Low
229102,Low
62170,Low
304353,Med
170922,Low
106695,Low
181505,Low
92288,Low
97800,Low
308164,Med
382199,Med
281631,Low
127797,Low
203553,Med
122489,Med
48509,Low
157278,Low
205195,Low
200169,Low
53625,Med
276933,Med
66499,Med
329209,Med
188083,Low
256736,Low
306360,Low
96528,Low
387216,Low
55485,Low
175901,Low
194401,Low
423951,Low
21604,Low
86999,Low
409950,Low
260656,Low
90462,Low
33549,Low
74921,Low
440335,Med
428168,Med
118278,Low
104162,Low
108048,Low
253519,Low
89300,Med
103943,Low
349466,Low
47785,Med
151717,Low
285889,Low
48526,Low
322645,Med
92521,Low
128016,Low
129268,Med
46264,Low
425374,Med
117565,Low
404767,Med
192006,Low
238342,Low
380109,Low
43699,Low
417445,Low
245256,Low
141533,Med
408192,Low
185728,Med
151108,Low
155604,Low
432087,Low
66243,Low
129179,Med
153680,Med
340264,Low
208070,Med
419636,Low
32443,Low
177701,Low
158118,Low
106764,Low
42946,Low
83488,Med
121825,Low
22666,Low
223335,Low
413242,Med
172035,Low
69578,Low
21744,Med
195281,Low
215374,Med
332230,Med
231044,Low
42629,Low
98444,Low
161167,Low
190098,Low
366637,Low
371585,Low
60911,Low
355096,Low
127177,Low
76540,Low
103811,Low
84603,Low
104519,Low
162889,Low
400177,Med
247714,Low
216567,Low
382414,Low
26357,Low
160405,Low
397607,Low
234995,Low
193201,Med
163006,Low
32621,Low
144121,Med
159001,Low
158964,Low
417451,Med
87473,Low
245393,Low
344229,Med
151873,Med
349398,Low
432491,Low
213980,Low
114575,Low
171778,Low
142371,Low
297807,Low
326624,Low
139731,Low
101308,Low
111610,Low
39634,Low
96854,Low
179216,Low
93345,Low
54057,Low
421990,Low
118637,Low
74388,Low
177227,Low
306250,Low
398661,Low
125478,Med
424722,Med
206022,Low
200358,Low
160096,Med
123187,Low
60632,Low
105630,Med
177983,Med
31931,Low
185156,Low
346618,Low
109194,Low
71327,Med
342572,Low
204125,Low
246866,Low
328825,Low
44847,Low
42820,Low
189290,Low
387175,Low
167165,Med
429508,Med
93401,Low
255240,Med
128976,Low
119631,Low
195640,Low
227192,Low
131604,Low
252125,Low
177230,Low
13117,Med
255604,Low
27917,Low
436388,Med
148363,Low
82606,Low
245149,Low
132938,Low
58885,Low
51088,Low
147829,Low
106338,Low
164796,Med
360138,Low
204863,Low
323052,Low
24267,Low
236174,Low
33765,Low
27334,Med
196028,Low
131271,Low
205098,Low
423792,Low
241652,Low
371437,Med
110179,Med
29058,Low
25804,Low
67933,Low
141163,Low
433181,Med
263871,Low
88592,Low
43854,Low
218743,Low
128183,Low
172470,Med
299076,Low
351621,Low
441690,Low
356153,Med
245588,Low
113175,Low
94475,Low
160413,Low
73936,Low
432507,Low
413502,Med
156493,Med
326040,Low
164317,Low
164202,Low
169905,Low
351588,Low
252571,Low
124020,Low
64294,Med
84348,Low
271306,Low
251268,Low
84542,Low
253241,Low
230483,Low
166523,Low
102267,Med
119221,Low
192422,Low
194909,Low
274817,Low
215709,Med
207188,Low
113833,Low
268056,Med
449582,Med
344200,Med
433894,Med
226994,Low
218224,Low
39464,Low
370683,Low
345370,Low
410568,Med
199569,Low
249179,Low
47264,Med
78899,Low
445959,Low
178294,Low
43873,Low
259765,Low
81615,Low
146447,Low
67065,Low
166096,Low
272833,Low
339747,Low
354895,Low
113087,Low
124233,Med
209434,Low
160495,Low
29054,Low
74067,Low
38618,Low
109143,Med
195793,Low
192959,Low
82760,Med
38175,Low
285251,Low
85570,Med
68983,Low
442048,Med
165424,Low
293904,Med
310359,Low
246429,Med
371042,Low
397307,Low
45463,Low
227447,Low
207982,Med
345654,Low
92911,Low
72716,Med
288352,Low
245820,Med
450072,Low
60136,Med
198113,Low
241396,Med
211833,Low
82834,Low
226375,Low
189105,Low
170930,Low
43542,Low
85209,Med
27466,Low
85837,Low
400657,Low
246869,Low
203315,Low
167970,Low
354008,Low
98732,Low
33114,Med
106739,Low
216732,Low
62935,Low
81425,Low
317501,Low
183836,Low
28235,Low
72836,Low
77344,Med
171355,Low
238488,Low
132916,Low
43901,Low
306133,Low
68129,Med
53707,Low
128805,Med
51028,Low
285543,Med
71932,Low
428857,Low
182121,Low
450315,Med
322240,Low
189530,Low
419533,Med
286477,Low
146018,Med
198276,Low
344914,Low
374668,Low
230231,Low
351854,Low
253342,Med
192327,Low
52172,Low
117205,Low
159002,Low
118815,Med
162401,Low
174871,Low
151842,Low
423019,Low
151284,Low
267502,Low
233222,Low
317753,Med
366046,Low
47239,Low
356296,Med
34244,Low
76322,Low
444033,Med
59207,Low
403053,Low
168502,Low
147542,Low
378560,Med
34333,Low
192251,Low
381476,Med
89415,Med
384624,Low
36826,Low
36123,Low
221369,Low
188752,Low
85492,Med
63983,Low
78430,Med
37372,Low
43799,Low
73701,Med
255988,Low
402744,Low
37002,Low
250716,Low
111659,Low
194311,Low
181683,Med
280880,Low
283797,Med
418359,Low
329759,Med
20013,Low
106026,Med
210152,Low
447284,Low
449016,Low
42979,Low
335687,Low
215830,Low
129118,Low
81839,Low
238675,Low
89399,Low
37445,Low
120011,Med
101592,Low
321076,Low
47228,Low
45977,Low
276756,Low
29862,Low
111339,Low
292240,Med
139138,Low
70042,Low
169827,Low
43667,Low
321572,Low
132849,Med
325820,Med
55908,Low
334426,Med
252978,Med
55145,Med
131141,Low
444781,Low
174880,Low
196311,Low
384778,Low
236023,Low
37525,Low
85983,Low
278912,Low
51153,Med
342832,Med
53237,Low
125564,Low
401129,Low
398492,Low
186161,Low
399376,Low
18005,Low
367875,Med
202933,Med
245272,Med
41173,Low
219983,Low
301707,Low
399457,Low
451084,Med
47891,Low
302712,Low
241665,Med
59466,Low
238235,Low
183586,Low
98097,Low
419344,Med
231586,Low
215018,Med
142355,Low
129418,Med
249467,Low
61917,Low
353661,Low
286323,Low
146479,Med
101746,Low
54396,Low
377001,Low
171623,Low
323522,Low
123092,Low
42182,Low
420480,Med
222703,Low
94461,Low
25377,Low
217186,Low
380942,Low
83874,Med
287182,Low
380678,Low
56478,Low
228086,Low
93374,Med
419498,Low
432742,Med
64168,Low
326896,Med
202784,Low
45632,Low
72660,Low
110534,Med
210393,Low
450599,Low
42623,Low
419494,Low
436010,Med
93532,Low
230307,Low
97366,Low
406878,Med
374144,Low
191936,Low
59320,Low
253998,Low
350035,Low
375532,Low
181023,Med
153001,Med
164454,Med
151420,Low
186136,Low
57143,Low
62828,Low
49380,Low
84226,Low
446092,Low
22441,Low
52405,Med
147943,Low
412343,Low
297062,Low
62390,Low
134747,Low
58287,Low
438032,Low
401746,Low
166223,Med
12031,Med
347079,Low
252627,Med
44979,Low
99203,Low
94714,Low
89598,Low
48996,Low
171075,Low
310028,Low
276669,Med
408831,Med
287690,Med
55702,Low
102131,Low
43204,Low
225472,Low
309815,Low
410439,Med
399833,Low
287874,Med
120924,Low
135185,Low
200772,Low
137497,Low
115587,Med
73288,Low
22286,Med
198127,Med
172935,Med
430478,Low
449034,Med
417588,Med
188748,Med
120141,Low
113135,Low
195696,Low
85580,Low
321774,Low
378945,Med
152481,Med
32046,Low
208566,Low
216826,Low
72385,Low
348859,Low
179305,Low
67169,Low
112018,Low
270335,Med
247667,Low
205468,Low
45404,Low
267532,Low
255124,Low
152270,Low
336532,Med
319651,Low
60332,Med
149104,Low
432435,Low
162228,Low
262866,Med
86055,Low
214725,Med
122599,Low
335578,Low
172569,Low
32295,Low
39417,Low
341400,Low
134754,Low
139939,Med
429859,Med
85467,Low
224629,Low
356831,Med
188690,Low
18723,Low
143144,Low
408939,Low
370988,Low
35938,Low
329478,Med
20351,Low
42390,Low
29908,Low
146744,Low
95886,Low
124102,Low
71803,Low
418354,Low
168590,Low
65381,Low
207558,Low
61545,Low
155638,Low
334460,Low
203834,Low
225825,Low
24613,Low
151693,Low
106111,Med
50695,Low
394542,Low
388195,Low
86825,Med
69032,Low
29447,Low
411666,Low
31706,Low
128093,Med
247350,Med
263498,Low
54292,Low
43859,Low
156876,Low
288798,Low
263536,Med
74834,Low
76399,Low
256343,Med
172181,Low
201318,Low
303642,Med
189745,Low
140337,Med
127166,Low
105291,Low
151066,Low
65986,Low
40169,Low
446580,Low
36255,Low
304195,Med
89996,Low
184083,Med
129377,Low
288367,Med
386788,Low
245298,Low
44811,Low
424011,Low
55014,Med
107353,Low
50780,Low
216015,Med
46580,Low
121910,Low
235547,Low
44402,Low
243420,Low
36817,Low
414705,Med
439409,Med
354960,Low
389459,Low
33072,Low
165907,Low
49792,Low
194036,Low
255316,Low
113628,Low
24198,Low
191318,Low
32213,Low
170853,Low
322097,Low
426390,Low
75109,Low
121055,Low
45378,Low
277127,Med
411901,Med
394214,Low
105147,Low
346140,Low
293514,Med
48446,Low
38657,Low
294137,Low
334851,Low
97290,Low
42232,Low
47011,Low
159115,Low
44740,Low
245077,Med
292121,Low
393654,Med
370365,Low
27815,Low
403237,Low
309411,Low
224547,Low
349871,Med
143209,Low
280770,Low
40504,Low
178951,Med
122881,Low
346069,Low
36293,Low
59830,Low
111947,Low
103151,Low
312034,Low
220930,Low
39759,Low
328686,Low
126965,Low
447094,Med
18776,Low
123159,Med
206137,Low
230382,Med
96602,Low
294165,Low
192650,Med
284554,Med
44924,Med
99553,Low
315379,Low
347509,Med
359788,Low
337784,Med
93097,Low
226505,Low
88961,Low
316862,Low
301544,Low
221448,Low
118282,Low
260636,Low
285359,Low
320414,Low
403038,Med
454858,Med
82653,Low
182584,Low
144467,Med
90469,Low
168853,Low
173416,Low
235394,Low
395007,Low
19059,Low
122847,Med
37342,Low
37321,Med
271067,Low
206051,Low
85246,Low
45209,Med
26223,Low
391476,Med
27441,Low
307381,Low
193327,Low
208772,Med
226885,Low
176503,Med
286398,Low
283788,Low
135248,Med
288176,Low
395723,Med
297165,Low
408572,Low
403920,Low
445920,Low
208044,Low
59551,Low
155363,Low
82685,Low
24182,Low
307005,Med
452373,Low
123870,Low
241611,Med
159762,Med
27097,Low
68724,Low
173233,Low
226690,Low
245829,Med
431537,Low
72168,Med
90101,Low
332234,Low
91112,Low
128187,Low
247049,Low
235615,Med
172261,Med
43294,Low
356749,Med
52631,Low
46384,Low
44090,Low
130676,Low
66737,Low
402324,Low
202682,Low
74662,Low
253270,Low
184313,Low
189897,Med
197250,Med
435950,Med
389555,Med
108901,Low
41900,Low
365608,Low
111593,Low
61833,Low
89307,Med
321588,Med
97103,Med
122888,Low
193704,Low
189035,Low
52883,Low
182493,Low
304431,Low
42124,Low
322675,Low
169979,Low
225771,Med
411988,Low
38773,Low
362537,Low
75134,Low
118601,Low
311231,Med
71920,Low
208164,Low
104775,Low
167900,Low
142440,Low
189492,Low
432341,Med
368207,Low
388823,Low
210512,Low
427483,Med
30035,Low
331370,Low
269583,Med
203613,Low
210305,Low
97177,Low
400130,Low
193649,Low
54031,Low
139331,Low
293629,Med
391340,Low
119157,Low
278552,Low
399209,Low
329171,Low
230457,Med
88861,Low
128359,Low
139985,Low
277019,Low
69509,Low
312998,Low
230306,Low
57064,Low
180455,Med
298394,Med
234190,Low
406693,Low
236653,Low
49258,Low
207723,Med
72304,Low
286494,Low
360538,Med
202615,Low
196771,Low
229894,Low
181583,Low
122877,Low
192681,Low
105118,Low
50392,Low
52737,Low
64144,Low
100386,Low
119077,Low
363160,Low
174900,Low
66110,Low
137721,Low
410043,Low
181650,Low
118886,Med
41956,Low
443572,Low
118165,Med
195403,Med
198012,Low
45839,Low
379439,Med
194970,Low
83200,Med
423195,Med
20439,Low
238396,Med
436304,Low
52462,Low
28045,Low
226848,Low
208202,Low
32869,Low
52639,Low
143984,Low
251898,Low
417983,Med
160686,Low
65818,Low
189648,Med
401766,Low
216403,Low
179217,Low
62437,Low
313717,Low
186473,Low
255107,Med
56653,Med
220690,Med
118867,Med
48922,Low
301131,Med
388485,Low
93651,Med
40727,Med
71857,Low
62053,Low
250914,Med
71461,Low
113327,Low
230726,Low
82338,Low
177654,Low
428049,Med
381997,Low
105592,Low
251866,Med
179505,Low
427955,Med
230637,Low
92034,Med
286011,Low
105891,Low
166070,Low
44937,Low
53002,Low
85168,Low
131495,Low
184577,Low
165820,Med
47787,Low
265836,Low
351976,Low
25778,Low
132608,Low
370473,Low
130836,Low
451404,Med
224488,Low
394973,Low
255122,Low
423153,Low
398658,Low
165522,Low
438395,Low
109170,Low
82064,Low
201232,Low
63617,Low
129665,Low
322679,Low
343724,Low
375730,Low
251314,Low
55823,Low
173392,Low
158230,Low
143016,Low
404502,Low
275440,Low
74565,Med
251538,Low
387579,Med
174796,Low
132241,Low
202133,Med
438447,Low
84419,Low
19111,Low
241772,Med
266174,Med
195117,Med
218910,Low
345716,Low
162199,Med
56247,Low
381277,Low
123311,Low
181181,Low
165856,Low
83211,Low
401173,Low
100523,Low
301487,Med
364909,Low
367038,Low
48575,Low
94471,Med
185661,Low
402788,Med
90338,Med
128469,Low
417557,Low
291271,Low
63910,Low
440514,Med
252455,Med
140464,Low
153761,Low
276304,Med
125190,Low
316992,Low
222253,Low
312190,Med
256605,Low
52016,Med
278107,Med
171937,Low
202303,Low
47089,Low
241657,Med
354184,Low
71926,Low
177706,Med
226938,Med
108332,Low
122022,Low
88685,Low
323469,Low
296786,Low
41329,Low
138135,Med
17362,Med
37877,Low
38430,Low
233428,Low
151898,Low
27942,Low
23230,Low
61596,Med
436617,Low
140161,Low
300186,Low
122857,Low
304057,Low
70144,Low
101417,Med
234746,Low
73872,Low
18025,Low
186318,Low
424649,Low
393471,Low
328910,Low
98170,Low
208911,Med
31845,Low
183890,Low
32153,Low
129624,Low
120017,Low
234209,Low
112684,Med
259232,Low
243507,Low
278441,Low
327547,Low
40957,Low
50868,Low
214298,Low
172653,Med
381608,Low
154648,Low
156611,Low
35639,Low
301869,Low
235824,Low
278585,Med
195810,Low
277307,Low
195434,Low
308261,Med
383429,Med
82850,Low
152425,Low
51732,Low
167272,Low
308184,Med
89132,Low
85215,Low
90542,Med
176846,Med
141127,Med
97729,Low
210725,Med
426096,Low
128013,Low
387519,Med
31289,Low
82843,Low
95196,Low
342874,Low
97024,Low
241594,Low
393623,Low
25470,Low
351183,Low
119029,Low
115671,Low
345528,Low
122702,Low
44391,Low
93022,Low
416012,Low
426655,Low
375758,Low
164385,Low
183311,Low
165835,Low
373200,Low
366040,Med
25100,Low
124015,Low
274043,Med
188109,Low
373647,Med
245647,Low
47500,Low
58696,Low
40054,Low
128140,Low
330833,Low
277483,Low
61624,Low
428157,Med
431335,Med
127735,Med
289037,Med
65954,Low
26958,Low
353229,Low
213839,Low
121509,Low
100267,Low
140145,Low
144266,Low
151561,Med
63142,Low
39758,Low
189067,Low
63732,Low
345842,Low
60880,Low
321814,Low
17824,Low
400650,Low
135759,Low
366789,Med
445154,Low
291716,Low
276934,Med
77116,Low
225243,Low
73829,Low
322078,Low
151409,Med
188085,Low
87571,Low
119294,Low
139244,Low
63570,Low
229947,Low
165854,Low
247729,Low
44882,Med
346740,Low
62486,Low
250188,Low
220019,Low
68549,Low
55179,Low
310092,Low
357489,Med
58605,Low
360243,Low
232845,Med
310078,Low
410337,Med
249427,Low
318863,Low
186645,Low
425926,Low
58636,Low
293032,Med
189029,Low
57076,Low
260903,Low
353218,Low
392795,Low
184446,Low
203474,Low
157277,Low
47642,Low
405137,Med
304273,Low
62513,Low
27667,Med
114862,Low
312363,Low
208906,Low
114573,Low
34967,Low
227656,Low
64254,Low
432215,Low
78275,Low
386379,Low
70974,Med
48534,Med
70965,Low
402410,Low
98690,Low
380887,Low
156191,Med
104001,Med
314935,Low
370493,Low
29787,Low
43230,Low
53983,Med
448991,Low
423129,Low
193328,Low
52533,Low
112707,Low
200343,Med
252567,Low
404921,Low
64731,Med
37310,Low
354227,Low
72059,Low
112133,Low
118922,Low
168557,Low
184478,Low
400688,Low
127191,Low
179892,Low
70114,Low
278269,Med
44605,Low
330613,Low
148912,Low
392138,Med
17915,Low
401724,Low
137875,Low
29617,Low
220938,Low
67175,Med
189874,Low
415404,Low
216447,Low
49701,Low
172731,Low
365083,Low
48515,Med
380886,Low
184168,Low
199892,Med
387451,Low
30065,Low
64931,Low
426024,Low
277818,Low
23043,Low
177589,Low
47165,Low
292146,Low
166220,Low
346349,Low
184593,Low
284182,Low
344702,Low
53183,Low
163500,Med
121884,Low
237237,Low
397195,Low
255229,Low
417858,Low
434502,Low
161437,Low
222097,Low
335599,Low
200704,Med
111043,Low
314596,Low
162799,Med
256826,Low
235060,Low
246366,Med
76263,Low
400669,Med
333970,Low
383875,Low
68401,Low
66461,Med
81752,Low
88968,Low
291875,Med
153479,Low
83986,Low
35925,Low
412867,Low
36897,Low
99915,Low
178261,Low
146604,Med
394324,Low
130585,Low
402167,Low
27770,Med
277661,Low
339995,Low
49740,Low
92039,Low
26995,Low
139111,Med
288419,Low
308975,Med
78164,Med
43399,Low
54390,Low
372756,Med
96947,Low
414914,Med
96946,Low
150394,Low
87878,Low
127555,Med
26168,Med
35143,Low
254431,Low
414569,Med
337861,Low
227840,Low
398942,Low
62415,Low
32565,Low
282790,Low
448912,Med
55234,Low
214437,Low
172145,Low
420625,Low
171245,Low
252583,Med
99013,Low
62551,Low
201038,Low
349461,Low
37214,Low
33811,Low
78932,Low
230934,Low
415923,Med
40024,Low
288057,Med
41075,Low
257619,Med
213936,Low
112637,Med
172705,Low
107006,Low
108172,Low
61832,Low
135513,Low
29222,Low
372383,Low
363842,Low
107916,Low
309416,Low
419542,Low
68478,Low
325514,Low
402442,Low
307833,Low
229778,Med
55166,Low
129016,Med
267215,Low
195298,Low
199499,Low
211037,Low
250576,Low
152322,Low
196175,Low
170289,Low
136261,Med
117501,Low
375488,Med
185869,Low
130618,Med
166104,Low
110757,Low
153894,Low
81397,Low
51177,Low
390241,Low
398528,Low
225314,Low
43744,Med
309732,Low
84084,Low
168541,Low
255701,Med
84312,Med
130801,Low
107746,Low
358157,Low
351128,Med
86092,Low
224765,Low
335297,Med
387523,Med
176728,Med
57732,Med
194659,Med
153454,Low
314521,Med
273224,Low
400428,Low
55737,Low
385108,Low
441744,Med
238712,Med
117819,Low
305470,Low
46742,Low
299573,Med
20787,Low
287237,Low
186614,Low
415415,Low
413883,Low
35451,Low
227117,Low
39325,Low
119317,Med
29249,Low
30625,Low
282389,Low
442749,Low
313767,Low
113120,Low
160377,Low
271472,Low
46159,Low
285493,Low
405464,Low
447278,Med
57877,Low
78336,Med
425347,Med
373263,Low
205601,Low
95446,Low
252018,Low
59359,Low
292819,Low
370334,Med
133977,Low
236099,Low
90840,Low
394920,Low
288266,Med
228778,Low
159856,Low
106119,Low
291788,Med
101253,Low
211453,Low
47970,Low
388733,Low
202908,Low
38777,Med
215891,Low
40901,Low
194986,Low
184176,Low
105627,Med
142851,Low
42252,Low
105790,Low
335049,Low
365514,Low
42538,Low
29685,Low
31100,Low
62267,Low
128421,Med
67389,Low
361884,Low
193563,Low
56373,Low
256193,Med
21669,Low
34323,Low
344795,Low
406414,Low
136305,Low
121692,Low
35401,Low
420503,Low
366192,Low
35809,Low
211984,Low
83569,Low
98934,Low
107876,Low
86174,Low
378212,Med
433189,Low
297570,Low
273032,Low
39208,Low
68154,Low
177433,Med
50475,Low
401254,Low
336851,Low
207497,Low
48075,Low
425388,Low
221291,Low
174919,Med
267905,Med
113668,Low
67465,Low
192703,Low
368487,Low
251317,Low
156061,Low
30432,Med
34746,Low
104814,Med
264106,Med
441773,Low
369762,Low
48583,Low
143601,Low
48415,Low
316298,Low
76674,Low
226924,Low
385655,Low
203261,Low
393160,Low
234685,Low
189725,Low
401891,Med
58522,Low
298329,Med
71887,Low
39057,Low
39594,Low
65327,Med
51180,Low
28896,Low
94646,Low
103690,Low
97501,Low
163308,Low
274528,Low
404208,Med
167844,Low
33647,Med
25350,Low
446486,Low
36407,Low
188494,Low
176786,Low
384309,Low
85548,Low
62698,Low
42304,Low
157898,Low
424740,Low
237761,Low
48240,Low
238084,Low
167857,Med
42314,Low
306342,Low
65290,Low
181607,Med
171394,Low
271186,Med
273146,Med
402182,Med
88801,Low
62362,Low
68687,Low
17818,Low
329968,Low
74502,Low
148211,Low
65654,Low
422832,Med
32909,Low
439825,Med
97130,Low
47476,Med
158091,Low
346790,Low
17100,Low
238098,Low
401777,Low
347070,Low
59372,Low
291339,Low
131620,Low
323281,Low
42966,Low
53854,Low
128024,Low
293131,Low
203652,Low
43078,Low
297957,Med
430126,Low
285647,Low
379536,Low
58838,Low
132690,Low
330832,Low
57145,Low
34391,Low
35449,Low
452874,Low
384229,Low
342955,Low
13677,Low
334503,Low
438155,Med
46550,Low
113001,Low
88588,Med
92199,Med
166537,Low
67472,Low
113744,Low
165852,Low
34596,Low
241044,Low
381358,Med
75712,Low
173436,Low
333541,Low
29110,Low
260810,Med
67144,Low
151861,Low
435091,Low
125573,Med
185046,Med
82623,Low
214164,Low
273204,Low
166059,Low
35326,Low
52454,Low
438815,Low
27174,Low
99009,Low
434174,Low
237175,Med
450616,Low
32948,Low
72048,Low
408074,Low
35670,Med
87333,Low
61950,Med
145195,Low
65805,Low
63731,Low
196335,Low
350944,Low
289437,Low
119027,Low
193978,Low
182613,Low
287970,Med
171533,Low
111882,Low
250615,Low
432030,Low
90382,Low
345151,Low
320598,Med
131379,Med
240974,Low
60580,Med
100708,Low
112551,Low
258539,Low
310433,Low
435385,Low
373331,Med
272591,Low
42970,Med
339943,Low
63836,Low
389490,Low
299953,Low
234476,Med
339181,Low
106137,Low
178973,Med
435001,Low
405056,Low
289040,Low
96982,Low
48252,Med
60116,Low
405737,Low
102919,Low
143440,Low
333438,Low
108479,Med
187172,Low
272064,Low
440260,Low
137738,Med
49247,Low
47076,Low
68032,Low
360689,Med
412873,Med
317017,Low
29244,Low
26236,Low
162399,Med
377742,Med
27652,Low
436323,Med
367955,Low
291336,Med
47363,Med
98104,Low
412223,Med
16925,Low
89469,Med
308772,Low
100649,Low
234431,Low
38453,Low
290030,Med
337627,Low
225731,Med
151793,Low
374481,Low
366787,Low
224134,Low
112416,Low
277097,Low
303820,Med
41754,Low
146967,Low
291342,Low
245548,Med
65869,Low
298008,Low
294217,Med
246003,Low
70365,Low
72721,Low
280133,Low
68979,Low
123864,Low
98406,Low
34032,Low
108447,Low
411537,Low
393440,Low
73118,Low
293559,Med
220437,Med
154265,Low
224139,Low
175365,Low
192245,Low
206295,Low
258331,Low
224294,Low
125560,Low
189601,Low
36932,Low
46012,Low
159439,Low
64787,Low
152168,Low
203103,Low
338897,Low
377208,Low
252576,Low
92218,Low
78569,Med
221454,Low
433335,Low
32632,Low
308271,Med
344790,Low
351990,Low
69356,Low
138417,Low
195149,Low
321267,Low
88504,Low
45281,Low
398716,Low
207174,Low
412907,Low
20098,Low
403800,Low
249371,Low
120521,Med
404926,Low
340590,Low
192979,Low
222212,Low
195235,Low
164695,Low
161853,Med
230881,Med
106963,Med
221429,Low
441372,Med
75059,Low
375332,Low
78827,Low
175178,Low
28226,Low
235044,Low
302554,Med
31078,Low
111461,Low
60873,Low
47788,Med
